,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,generated_solar_power[Wh]
15,1577890800,2020-01-01 15:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,281.7,275.1,277.268,283.15,1004,,,57,6.7,240,,,,,75,803,Clouds,broken clouds,04n,0.0
16,1577894400,2020-01-01 16:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,281.75,272.99,277.973,283.15,1004,,,57,9.8,250,,,,,40,802,Clouds,scattered clouds,03n,0.0
17,1577898000,2020-01-01 17:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.99,271.21,278.592,282.32099999999997,1005,,,61,11.3,260,,,,,90,804,Clouds,overcast clouds,04n,0.0
18,1577901600,2020-01-01 18:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.67,270.67,278.749,282.15,1005,,,66,11.8,270,,,,,75,803,Clouds,broken clouds,04n,0.0
19,1577905200,2020-01-01 19:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.39,272.65,278.943,281.164,1005,,,70,8.7,260,,,,,90,804,Clouds,overcast clouds,04n,0.0
20,1577908800,2020-01-01 20:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.06,272.27,278.71,281.15,1005,,,70,8.7,250,,,,,90,804,Clouds,overcast clouds,04n,0.0
21,1577912400,2020-01-01 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.91,272.09,278.584,281.15,1005,,,70,8.7,260,,,,,75,803,Clouds,broken clouds,04n,0.0
22,1577916000,2020-01-01 22:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.48,273.85,278.15,280.44,1004,,,75,5.7,270,,,,,75,803,Clouds,broken clouds,04n,0.0
23,1577919600,2020-01-01 23:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.38,274.86,278.026,280.37,1003,,,75,4.1,260,,,,,75,803,Clouds,broken clouds,04n,0.0
24,1577923200,2020-01-02 00:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.11,275.95,277.59,280.15,1002,,,75,2.1,0,,,,,75,803,Clouds,broken clouds,04n,0.0
25,1577926800,2020-01-02 01:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,278.75,273.01,277.31,280.15,1001,,,75,5.7,200,,,,,75,803,Clouds,broken clouds,04n,0.0
26,1577930400,2020-01-02 02:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,278.02,275.42,277.04,279.26,999,,,86,1.5,0,,,,,75,803,Clouds,broken clouds,04n,0.0
27,1577934000,2020-01-02 03:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.55,274.29,276.48,279.26,998,,,93,2.6,80,0.25,,,,75,500,Rain,light rain,10n,0.0
28,1577937600,2020-01-02 04:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.25,271.96,275.93,279.26,996,,,100,5.7,150,,,,,75,803,Clouds,broken clouds,04n,0.0
29,1577941200,2020-01-02 05:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.16,272.44,275.37,279.82,995,,,93,4.6,180,,,,,75,803,Clouds,broken clouds,04n,0.0
30,1577944800,2020-01-02 06:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.81,271.38,277.04,279.26,993,,,93,7.2,190,,,,,75,803,Clouds,broken clouds,04n,0.0
31,1577948400,2020-01-02 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.76,273.34,276.814,278.71,993,,,100,4.6,170,,,,,75,803,Clouds,broken clouds,04n,0.0
32,1577952000,2020-01-02 08:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.29,270.77,276.806,277.59,993,,,93,7.2,190,,,,,0,800,Clear,sky is clear,01n,0.0
33,1577955600,2020-01-02 09:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,278.48,270.77,276.14,279.82,992,,,81,8.7,190,,,,,0,800,Clear,sky is clear,01d,0.0
34,1577959200,2020-01-02 10:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.78,276.76,278.686,280.93,992,,,87,2.6,0,,,,,0,800,Clear,sky is clear,01d,214.8924
35,1577962800,2020-01-02 11:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,281.02,271.25,278.15,285.15,991,,,71,11.8,190,,,,,0,800,Clear,sky is clear,01d,214.8924
36,1577966400,2020-01-02 12:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,281.12,278.23,278.15,285.15,992,,,73,2.1,0,,,,,0,800,Clear,sky is clear,01d,214.8924
37,1577970000,2020-01-02 13:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.42,276.52,278.07,284.15,991,,,57,2.6,250,,,,,0,800,Clear,sky is clear,01d,214.8924
38,1577973600,2020-01-02 14:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.56,277.43,277.815,282.15,991,,,70,0.5,0,,,,,0,800,Clear,sky is clear,01n,0.0
39,1577977200,2020-01-02 15:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.18,275.17,277.59,281.15,990,,,70,3.1,120,,,,,0,800,Clear,sky is clear,01n,0.0
40,1577980800,2020-01-02 16:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,278.9,273.18,278.15,279.82,989,,,75,5.7,210,,,,,0,800,Clear,sky is clear,01n,0.0
41,1577984400,2020-01-02 17:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.01,271.91,278.71,280.047,988,,,75,7.7,200,0.37,,,,75,300,Drizzle,light intensity drizzle,09n,0.0
42,1577988000,2020-01-02 18:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.05,276.49,277.59,281.15,987,,,70,1.0,0,,,,,75,803,Clouds,broken clouds,04n,0.0
43,1577991600,2020-01-02 19:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.03,274.22,277.04,282.15,986,,,79,4.6,170,,,,,75,803,Clouds,broken clouds,04n,0.0
44,1577995200,2020-01-02 20:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.16,274.0,277.04,282.15,985,,,78,5.1,210,,,,,75,803,Clouds,broken clouds,04n,0.0
45,1577998800,2020-01-02 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.92,274.05,278.15,282.15,984,,,76,6.2,180,0.5,,,,75,500,Rain,light rain,10n,0.0
46,1578002400,2020-01-02 22:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,280.08,271.84,278.15,283.15,983,,,69,9.3,200,,,,,75,803,Clouds,broken clouds,04n,0.0
47,1578006000,2020-01-02 23:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,279.99,272.19,278.15,282.15,982,,,70,8.7,170,,,,,40,802,Clouds,scattered clouds,03n,0.0
48,1578009600,2020-01-03 00:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,278.3,268.19,278.15,279.623,981,,,86,12.3,280,0.18,,,,75,500,Rain,light rain,10n,0.0
49,1578013200,2020-01-03 01:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.93,266.67,276.15,280.15,982,,,75,13.4,310,1.09,,,,75,301,Drizzle,drizzle,09n,0.0
50,1578016800,2020-01-03 02:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.79,268.95,276.15,277.15,980,,,86,8.7,300,1.27,,,,75,501,Rain,moderate rain,10n,0.0
51,1578020400,2020-01-03 03:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.84,269.77,274.82,277.15,984,,,93,6.2,260,0.51,,,,75,500,Rain,light rain,10n,0.0
52,1578024000,2020-01-03 04:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.84,268.06,274.26,277.15,983,,,80,8.2,240,,,,,75,803,Clouds,broken clouds,04n,0.0
53,1578027600,2020-01-03 05:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.65,267.17,274.26,277.15,983,,,84,9.3,250,,,,,75,803,Clouds,broken clouds,04n,0.0
54,1578031200,2020-01-03 06:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.44,266.34,274.551,276.15,981,,,74,9.8,250,,,,,75,803,Clouds,broken clouds,04n,0.0
55,1578034800,2020-01-03 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.9,263.35,273.911,275.37,983,,,80,13.4,250,,,,,40,802,Clouds,scattered clouds,03n,0.0
56,1578038400,2020-01-03 08:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.21,262.35,273.067,275.15,984,,,86,13.9,260,0.16,,,,75,521,Rain,shower rain,09n,0.0
57,1578042000,2020-01-03 09:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.75,263.52,272.04,275.37,986,,,80,11.3,250,,,0.65,,90,611,Snow,heavy snow,13d,156.871452
58,1578045600,2020-01-03 10:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.9,264.27,271.48,274.15,987,,,74,8.7,230,,,0.62,,75,613,Snow,shower sleet,13d,166.54161000000002
59,1578049200,2020-01-03 11:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.27,263.07,270.93,273.15,986,,,88,9.8,250,,,0.61,,90,601,Snow,snow,13d,156.871452
60,1578052800,2020-01-03 12:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,271.94,262.22,270.93,273.15,988,,,100,10.8,260,,,,,90,601,Snow,snow,13d,156.871452
61,1578056400,2020-01-03 13:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.2,258.38,270.37,275.15,987,,,92,16.5,250,,,,,90,602,Snow,heavy snow,13d,156.871452
62,1578060000,2020-01-03 14:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.13,261.48,269.82,274.82,985,,,86,11.8,240,,,0.1,,90,600,Snow,light snow,13n,0.0
63,1578063600,2020-01-03 15:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,271.51,266.53,269.82,273.71,986,,,86,3.6,240,,,0.26,,90,601,Snow,snow,13n,0.0
64,1578067200,2020-01-03 16:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.11,261.46,270.37,274.82,985,,,86,11.8,220,,,,,90,804,Clouds,overcast clouds,04n,0.0
65,1578070800,2020-01-03 17:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.51,264.19,270.93,275.15,982,,,92,8.7,200,0.9,,,,75,521,Rain,shower rain,09n,0.0
66,1578074400,2020-01-03 18:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.48,262.79,270.37,275.15,984,,,79,10.3,230,0.9,,,,75,521,Rain,shower rain,09n,0.0
67,1578078000,2020-01-03 19:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.29,262.82,270.37,274.26,983,,,92,10.3,240,,,0.31,,90,600,Snow,light snow,13n,0.0
68,1578081600,2020-01-03 20:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.87,262.21,270.93,275.15,983,,,81,11.8,250,,,,,75,300,Drizzle,light intensity drizzle,09n,0.0
69,1578085200,2020-01-03 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.97,260.26,271.48,274.26,982,,,69,14.4,230,0.5,,,,75,500,Rain,light rain,10n,0.0
70,1578088800,2020-01-03 22:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.58,256.63,271.48,274.772,984,,,88,19.5,230,,,,,90,620,Snow,light shower snow,13n,0.0
71,1578092400,2020-01-03 23:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.8,263.24,272.59,277.04,984,,,80,13.4,250,,,,,90,804,Clouds,overcast clouds,04n,0.0
72,1578096000,2020-01-04 00:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.14,261.96,274.26,278.15,986,,,69,17.0,300,0.36,,,,75,521,Rain,shower rain,09n,0.0
73,1578099600,2020-01-04 01:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.81,260.98,273.71,278.15,987,,,87,18.5,330,0.35,,,,90,521,Rain,shower rain,09n,0.0
74,1578103200,2020-01-04 02:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.69,263.34,274.26,277.15,989,,,86,14.9,300,0.57,,,,75,520,Rain,light intensity shower rain,09n,0.0
75,1578106800,2020-01-04 03:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.81,261.82,273.822,277.15,991,,,64,16.5,320,,,,,40,802,Clouds,scattered clouds,03n,0.0
76,1578110400,2020-01-04 04:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.21,259.99,273.522,276.48,993,,,74,18.5,320,0.38,,,,75,521,Rain,shower rain,09n,0.0
77,1578114000,2020-01-04 05:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.02,257.49,273.15,276.15,995,,,69,21.6,310,0.26,,,,75,521,Rain,shower rain,09n,0.0
78,1578117600,2020-01-04 06:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.53,263.24,273.233,275.37,996,,,78,12.9,300,,,,,75,803,Clouds,broken clouds,04n,0.0
79,1578121200,2020-01-04 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.86,265.17,272.59,275.15,998,,,86,9.3,300,0.22,,,,75,521,Rain,shower rain,09n,0.0
80,1578124800,2020-01-04 08:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.03,267.12,272.327,276.15,1000,,,83,6.7,300,,,0.44,,90,600,Snow,light snow,13n,0.0
81,1578128400,2020-01-04 09:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.28,265.94,272.236,275.37,1003,,,80,8.7,300,0.9,,,,75,521,Rain,shower rain,09d,166.54161000000002
82,1578132000,2020-01-04 10:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.23,263.23,272.487,276.15,1005,,,74,12.3,300,0.9,,,,75,521,Rain,shower rain,09d,166.54161000000002
83,1578135600,2020-01-04 11:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.31,265.33,272.04,274.15,1007,,,69,7.7,310,0.9,,,,75,521,Rain,shower rain,09d,166.54161000000002
84,1578139200,2020-01-04 12:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.13,267.97,272.04,274.15,1009,,,85,4.1,310,0.9,,,,75,521,Rain,shower rain,09d,166.54161000000002
85,1578142800,2020-01-04 13:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.37,267.54,271.48,275.15,1010,,,85,5.1,280,0.9,,,,75,521,Rain,shower rain,09d,166.54161000000002
86,1578146400,2020-01-04 14:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.77,266.13,272.04,275.93,1012,,,83,7.7,310,0.9,,,,75,521,Rain,shower rain,09n,0.0
87,1578150000,2020-01-04 15:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.78,264.34,272.176,275.37,1013,,,84,10.3,300,,,0.16,,90,620,Snow,light shower snow,13n,0.0
88,1578153600,2020-01-04 16:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.34,263.62,272.59,276.15,1014,,,86,12.3,330,,,,,90,804,Clouds,overcast clouds,04n,0.0
89,1578157200,2020-01-04 17:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.35,264.9,272.87,275.93,1016,,,80,10.3,320,0.48,,,,75,521,Rain,shower rain,09n,0.0
90,1578160800,2020-01-04 18:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.57,264.37,272.04,275.15,1017,,,80,9.8,290,0.9,,,,75,521,Rain,shower rain,09n,0.0
91,1578164400,2020-01-04 19:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.64,264.58,272.04,275.15,1018,,,86,9.8,290,0.9,,,,75,521,Rain,shower rain,09n,0.0
92,1578168000,2020-01-04 20:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.46,261.52,272.04,274.26,1019,,,87,13.9,310,0.9,,,,75,521,Rain,shower rain,09n,0.0
93,1578171600,2020-01-04 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.12,266.57,272.04,274.15,1020,,,89,6.2,300,0.9,,,,40,521,Rain,shower rain,09n,0.0
94,1578175200,2020-01-04 22:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.3,263.72,271.48,275.15,1020,,,80,10.3,280,,,0.19,,75,620,Snow,light shower snow,13n,0.0
95,1578178800,2020-01-04 23:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.14,267.65,271.48,274.26,1020,,,86,4.6,260,,,,,75,803,Clouds,broken clouds,04n,0.0
96,1578182400,2020-01-05 00:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.34,267.11,271.48,275.15,1020,,,86,5.7,250,,,0.1,,90,600,Snow,light snow,13n,0.0
97,1578186000,2020-01-05 01:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,272.83,269.9,271.48,274.15,1020,,,90,1.0,0,,,0.11,,90,600,Snow,light snow,13n,0.0
98,1578189600,2020-01-05 02:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.15,268.07,271.48,275.15,1020,,,89,4.1,220,,,0.17,,90,600,Snow,light snow,13n,0.0
99,1578193200,2020-01-05 03:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.36,267.9,271.48,275.15,1019,,,86,4.6,210,,,0.12,,90,600,Snow,light snow,13n,0.0
100,1578196800,2020-01-05 04:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.34,267.11,271.48,275.15,1018,,,86,5.7,200,,,,,75,803,Clouds,broken clouds,04n,0.0
101,1578200400,2020-01-05 05:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.34,266.43,272.04,275.15,1017,,,87,6.7,180,,,,,75,803,Clouds,broken clouds,04n,0.0
102,1578204000,2020-01-05 06:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.62,265.9,272.04,275.15,1015,,,80,7.7,180,,,,,75,803,Clouds,broken clouds,04n,0.0
103,1578207600,2020-01-05 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.25,268.29,272.92,275.37,1011,,,74,5.1,140,,,,,0,800,Clear,sky is clear,01n,0.0
104,1578211200,2020-01-05 08:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.14,268.55,273.15,275.15,1009,,,59,4.1,120,,,,,90,804,Clouds,overcast clouds,04n,0.0
105,1578214800,2020-01-05 09:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,273.86,268.91,273.128,274.222,1007,,,74,3.6,120,0.49,,,,90,521,Rain,shower rain,09d,156.871452
106,1578218400,2020-01-05 10:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.02,269.7,273.575,274.483,1006,,,86,3.1,100,,,,,90,615,Snow,light rain and snow,13d,156.871452
107,1578222000,2020-01-05 11:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.35,268.71,273.71,275.15,1005,,,88,5.1,120,,,,,90,615,Snow,light rain and snow,13d,156.871452
108,1578225600,2020-01-05 12:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.46,271.43,273.15,276.15,1005,,,91,1.5,0,,,,,90,615,Snow,light rain and snow,13d,156.871452
109,1578229200,2020-01-05 13:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,274.86,271.88,273.15,277.59,1006,,,91,1.5,0,,,,,75,803,Clouds,broken clouds,04d,166.54161000000002
110,1578232800,2020-01-05 14:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.93,273.0,273.71,279.26,1005,,,86,1.5,0,1.23,,,,90,500,Rain,light rain,10n,0.0
111,1578236400,2020-01-05 15:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.29,270.65,274.367,279.15,1006,,,93,5.7,210,1.21,,,,90,300,Drizzle,light intensity drizzle,09n,0.0
112,1578240000,2020-01-05 16:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.59,272.12,274.60400000000004,280.15,1007,,,93,4.1,0,0.65,,,,75,500,Rain,light rain,10n,0.0
113,1578243600,2020-01-05 17:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.84,271.47,274.82,280.15,1007,,,100,5.7,230,,,,,75,803,Clouds,broken clouds,04n,0.0
114,1578247200,2020-01-05 18:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.14,269.12,275.37,280.15,1008,,,93,9.3,230,,,,,75,803,Clouds,broken clouds,04n,0.0
115,1578250800,2020-01-05 19:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.2,269.96,275.37,280.37,1008,,,93,8.2,230,0.51,,,,75,500,Rain,light rain,10n,0.0
116,1578254400,2020-01-05 20:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.12,269.52,275.37,280.15,1009,,,93,8.7,240,2.79,,,,90,501,Rain,moderate rain,10n,0.0
117,1578258000,2020-01-05 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.69,270.02,275.37,280.15,1009,,,87,8.7,240,2.16,,,,75,301,Drizzle,drizzle,09n,0.0
118,1578258000,2020-01-05 21:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.69,270.02,275.37,280.15,1009,,,87,8.7,240,2.16,,,,75,501,Rain,moderate rain,10n,0.0
119,1578261600,2020-01-05 22:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.37,270.67,275.397,280.15,1009,,,86,7.2,250,1.78,,,,75,501,Rain,moderate rain,10n,0.0
120,1578265200,2020-01-05 23:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.15,271.12,275.03700000000003,280.15,1009,,,86,6.2,210,0.89,,,,40,500,Rain,light rain,10n,0.0
121,1578268800,2020-01-06 00:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.87,271.74,275.01599999999996,280.15,1010,,,93,5.1,230,0.76,,,,40,500,Rain,light rain,10n,0.0
122,1578272400,2020-01-06 01:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.74,271.35,274.98,280.15,1009,,,100,5.7,210,0.76,,,,90,500,Rain,light rain,10n,0.0
123,1578276000,2020-01-06 02:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.42,273.28,274.95799999999997,281.15,1007,,,100,4.1,210,0.51,,,,90,500,Rain,light rain,10n,0.0
124,1578279600,2020-01-06 03:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.7,270.26,274.26,281.15,1010,,,100,7.2,210,0.51,,,,90,500,Rain,light rain,10n,0.0
125,1578283200,2020-01-06 04:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.45,269.26,273.7,280.15,1009,,,100,8.2,210,0.25,,,,40,500,Rain,light rain,10n,0.0
126,1578286800,2020-01-06 05:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,275.99,269.07,273.297,279.15,1008,,,100,7.7,200,0.76,,,,75,500,Rain,light rain,10n,0.0
127,1578290400,2020-01-06 06:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.33,271.46,273.634,279.26,1008,,,93,4.6,170,0.25,,,,75,521,Rain,shower rain,09n,0.0
128,1578294000,2020-01-06 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.41,270.26,274.491,279.26,1008,,,100,6.7,150,0.51,,,,75,300,Drizzle,light intensity drizzle,09n,0.0
129,1578294000,2020-01-06 07:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.41,270.26,274.491,279.26,1008,,,100,6.7,150,0.51,,,,75,500,Rain,light rain,10n,0.0
130,1578297600,2020-01-06 08:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.52,272.56,274.82,279.15,1007,,,86,3.1,180,0.76,,,,75,500,Rain,light rain,10n,0.0
131,1578301200,2020-01-06 09:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,276.26,269.91,275.37,278.15,1007,,,93,6.7,160,0.51,,,,75,521,Rain,shower rain,09d,166.54161000000002
132,1578304800,2020-01-06 10:00:00 +0000 UTC,3600,Gloshaugen,63.42,10.4,277.07,270.38,275.047,279.15,1006,,,75,6.7,160,0.25,,,,75,521,Rain,shower rain,09d,166.54161000000002
